Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Chocolate Chip Bread,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,255,1/16 LOAF,10.8g,38g,5.2g,0.7g,0g,23.1g,39.9mg,0g,187.2mg,3.1g,13.9mg,1.2mg,0mcg,61.2mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-02-06,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-06,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Black Bean Burger With Guacamole,Putnam,Lunch,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-06,380,1 EACH,8.2g,63.5g,0.8g,8g,0g,6.8g,0mg,0g,608.7mg,14.8g,660.5mg,4.1mg,0mcg,752mg
Grilled Cheese,Putnam,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-06,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Lunch,"Wheat, Soybeans",[],2023-02-06,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Shoestring Fries,Putnam,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Fantail Shrimp,Putnam,Lunch,"Crustacean Shellfish, Wheat, Soybeans, Gluten",[],2023-02-06,308,6 EACH,13.8g,36.5g,0.9g,3.3g,0g,3.3g,44.2mg,0g,651.7mg,11g,22.1mg,0.4mg,mcg,mg
Grilled Ginger Sesame Tuna Steaks,Putnam,Lunch,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,112,1 EACH,1.6g,1.2g,0.2g,0.1g,0g,1g,35mg,0.6g,433.1mg,21.9g,5.1mg,1mg,1.4mcg,373.1mg
Honey Sriracha Sweet Potatoes,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,60,3 OZL,0g,14.5g,0g,1.6g,0g,5.7g,0mg,3.2g,80.1mg,0.8g,16.1mg,0.3mg,0mcg,183.1mg
Huli Huli Chicken,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Smart Check']",2023-02-06,259,1 EACH,7.4g,7.2g,1.6g,0g,0g,6.3g,170.9mg,0g,580.2mg,36.6g,36.6mg,2.1mg,0mcg,21.4mg
Kale & Spinach Dumpling,Putnam,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,83,2 EACH,2.5g,12.5g,0.2g,0.7g,0g,1.4g,0mg,0g,192.8mg,2.4g,20.3mg,0.5mg,0mcg,mg
Pineapple Fried Rice,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,114,4 OZ,0g,25.2g,0g,0.4g,0g,1.4g,0mg,0g,293.1mg,3.1g,26.3mg,1.4mg,0mcg,85.8mg
Sauteed Napa Cabbage,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,23,4 OZ,1.5g,1.8g,0.1g,0.8g,0g,0g,0mg,0g,167.1mg,1.2g,86.2mg,0.7mg,0mcg,207mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Alfredo Sauce,Putnam,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2023-02-06,407,4 OZL,35.6g,0.1g,22.4g,0g,0g,6.4g,122.7mg,0g,523.7mg,11.4g,2774.1mg,0mg,0mcg,0.1mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Ziti in Meat Sauce,Putnam,Lunch,"Milk, Wheat",[],2023-02-06,325,6 OZ,17.2g,24.4g,7.5g,2.3g,0.4g,8.8g,46.7mg,0g,534.8mg,16.4g,185mg,2.8mg,0mcg,0mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-06,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Cherry White Chocolate Cookies,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Lemon Shortbread Bars,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,198,1/35 HFPAN,8.2g,29.7g,5g,0g,0g,17.2g,13.9mg,13.1g,234.7mg,1.4g,13.8mg,0.6mg,0mcg,27.6mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Classic Italian Combo,Putnam,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-06,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Garden Side Salad with Scoop Tuna,Putnam,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2023-02-06,255,1 EACH,15g,10.4g,1.4g,3.3g,0g,4.9g,26.3mg,0g,305.9mg,18.8g,58.7mg,1.9mg,0mcg,382.2mg
Gluten Free Ham & Cheese Sandwich,Putnam,Dinner,"Milk, Soybeans",['Gluten Friendly'],2023-02-06,410,1 EACH,15.9g,51g,6.1g,5.2g,0g,11.7g,65.8mg,6g,1979mg,19.9g,164.7mg,1.8mg,0.1mcg,132.3mg
Large Chocolate Chip Cookie,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Red Pepper Hummus Wrap,Putnam,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-06,498,1 EACH,18.8g,68.6g,3g,4.1g,0g,5.2g,0mg,0g,980.4mg,11.8g,163.7mg,5.1mg,0mcg,294.2mg
Turkey and Swiss Croissant,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2023-02-06,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Putnam,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-06,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Putnam,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-06,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Black Bean Burger With Guacamole,Putnam,Dinner,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-06,380,1 EACH,8.2g,63.5g,0.8g,8g,0g,6.8g,0mg,0g,608.7mg,14.8g,660.5mg,4.1mg,0mcg,752mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-06,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2023-02-06,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Shoestring Fries,Putnam,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
BBQ Kansas City Pork Spare Ribs,Putnam,Dinner,,['Gluten Friendly'],2023-02-06,472,8 OZ,33.8g,21.3g,13.1g,1.2g,0g,16.7g,77.3mg,3.6g,616.7mg,21.9g,45.7mg,2mg,0mcg,59mg
Baked Shells in Cheese Sauce,Putnam,Dinner,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,251,6 OZ,11.6g,23.4g,6.8g,0.8g,0g,4.8g,34mg,0g,437.7mg,10.4g,273mg,0.9mg,1.5mcg,4.2mg
Grilled Green & Yellow Squash w/ Balsamic,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,61,4 OZ,4.5g,4.6g,0.7g,0.4g,0g,3.7g,0mg,0g,175.4mg,1.1g,13.5mg,0.3mg,0mcg,370.3mg
Jalapeno Poppers,Putnam,Dinner,"Milk, Wheat, Gluten",['Vegetarian'],2023-02-06,273,3 EACH,18.1g,22.5g,5.9g,1.5g,0g,1.5g,15mg,0g,630mg,4.5g,30mg,1.1mg,mcg,mg
Mesquite Grilled Chicken,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,92,1 EA,2.9g,0g,0.6g,0g,0g,0g,48.3mg,0g,170mg,17.2g,0mg,0.4mg,0mcg,0mg
NOT SO CRABBY Crab Cakes,Putnam,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-06,225,3 EACH,18.6g,12.5g,2.5g,2g,0g,2g,0mg,0g,833.5mg,2.5g,76.7mg,2.6mg,0mcg,111.3mg
Serrano Pepper Sauteed Spinach,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,29,3 OZ,0.9g,4.3g,0.1g,2g,0g,1.4g,0mg,0g,93.6mg,2.4g,78.8mg,2.1mg,0mcg,450.2mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Buttery Garlic Bread,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,121,1 SLICE,5.3g,14.9g,3.1g,0.4g,0g,0.1g,12.7mg,0g,169.6mg,2.9g,4.1mg,1mg,0mcg,31.9mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Vodka Sauce,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,148,2 OZL,12.1g,1.3g,7.5g,0g,0g,3.9g,44.2mg,0g,139mg,2.7g,1275.1mg,0.2mg,0mcg,59.2mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-06,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Blueberry Pie,Putnam,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Vegetarian', 'Vegan']",2023-02-06,500,1/8 PIE,27.5g,62.5g,11.3g,2.5g,0g,30g,0mg,0g,437.5mg,3.8g,0mg,1.8mg,mcg,mg
Sundae Bar,Putnam,Dinner,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Buttermilk Pancakes,Putnam,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-07,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,Putnam,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,Putnam,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-07,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Oatmeal Hot Cereal,Putnam,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Sticky Rice,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Turkey Sausage Links,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Cinnamon Coffee Cake,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,246,1/35 HFSHT,11.5g,31.1g,2.1g,0.3g,0g,16.1g,34.7mg,15.7g,162.9mg,3.3g,24mg,0.6mg,0.2mcg,43.4mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-02-07,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-07,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Black Bean Burger With Guacamole,Putnam,Lunch,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,380,1 EACH,8.2g,63.5g,0.8g,8g,0g,6.8g,0mg,0g,608.7mg,14.8g,660.5mg,4.1mg,0mcg,752mg
Grilled Cheese,Putnam,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-07,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Lunch,"Wheat, Soybeans",[],2023-02-07,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Straight Cut French Fries,Putnam,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-07,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Bourbon Brown Sugar Salmon,Putnam,Lunch,"Fish, Gluten","['Less Sodium', 'Smart Check']",2023-02-07,161,1 EACH,7g,0g,1g,0g,0g,0g,45.2mg,0g,332.4mg,22.1g,0mg,0mg,0mcg,0mg
Cheesy Chipotle Sweet Potato Hash,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,135,4 OZ,4g,21.2g,1.4g,2.4g,0g,4.6g,5mg,0g,158.4mg,4.1g,71.7mg,0.9mg,0mcg,371.9mg
Chefs Choice Boneless Wing,Putnam,Lunch,,[],2023-02-07,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Sauteed Kale,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,49,3 OZ,1.6g,7.6g,0.2g,3g,0g,2g,0mg,0g,30.7mg,3.5g,122.1mg,1.2mg,0mcg,401.7mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Alfredo Sauce,Putnam,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2023-02-07,407,4 OZL,35.6g,0.1g,22.4g,0g,0g,6.4g,122.7mg,0g,523.7mg,11.4g,2774.1mg,0mg,0mcg,0.1mg
Buttery Garlic Bread,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,121,1 SLICE,5.3g,14.9g,3.1g,0.4g,0g,0.1g,12.7mg,0g,169.6mg,2.9g,4.1mg,1mg,0mcg,31.9mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Red Wine Veggie Sausage,Putnam,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,259,1 EACH,16.2g,9g,6.7g,3g,0g,0.6g,0mg,0.1g,588.9mg,16.7g,75.6mg,4mg,0mcg,287.6mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-07,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Red Velvet Cookie,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,190,1 EACH,9g,26g,4.5g,1g,0g,16g,15mg,0g,95mg,2g,20mg,1.4mg,mcg,mg
Rice Krispie Bars,Putnam,Lunch,"Milk, Soybeans, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-07,157,1/35 HFSHT,5.4g,25.2g,3.3g,0g,0g,12g,13.9mg,11g,72.8mg,1.3g,1mg,3mg,0mcg,11.7mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Salmon with Leeks and Red Pepper,Putnam,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,243,1 EACH,12.8g,6.3g,1.4g,0.5g,0g,1.9g,45.2mg,0g,392.3mg,22.7g,16.4mg,0.6mg,0mcg,95.5mg
Classic Italian Combo,Putnam,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-07,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Garden Side Salad with Scoop Tuna,Putnam,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2023-02-07,255,1 EACH,15g,10.4g,1.4g,3.3g,0g,4.9g,26.3mg,0g,305.9mg,18.8g,58.7mg,1.9mg,0mcg,382.2mg
Gluten Free Ham & Cheese Sandwich,Putnam,Dinner,"Milk, Soybeans",['Gluten Friendly'],2023-02-07,410,1 EACH,15.9g,51g,6.1g,5.2g,0g,11.7g,65.8mg,6g,1979mg,19.9g,164.7mg,1.8mg,0.1mcg,132.3mg
Large Chocolate Chip Cookie,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Red Pepper Hummus Wrap,Putnam,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-07,498,1 EACH,18.8g,68.6g,3g,4.1g,0g,5.2g,0mg,0g,980.4mg,11.8g,163.7mg,5.1mg,0mcg,294.2mg
Turkey and Swiss Croissant,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2023-02-07,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Putnam,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-07,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Putnam,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-07,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Black Bean Burger With Guacamole,Putnam,Dinner,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,380,1 EACH,8.2g,63.5g,0.8g,8g,0g,6.8g,0mg,0g,608.7mg,14.8g,660.5mg,4.1mg,0mcg,752mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-07,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2023-02-07,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Straight Cut French Fries,Putnam,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-07,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Au Gratin Potatoes,Putnam,Dinner,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-07,149,4 OZ,6.8g,14.6g,4.4g,0g,0g,2g,32.4mg,0g,233.2mg,5.9g,156.6mg,0.3mg,0.8mcg,173.1mg
Creole Tofu,Putnam,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-07,127,1 EACH,6.5g,4.7g,0.7g,1.8g,0g,2.1g,0mg,0g,273.7mg,14.6g,95.9mg,1.7mg,0mcg,147.3mg
Grilled Steak Toscano,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,443,1 EACH,30.1g,0.1g,12.4g,0g,1.8g,1.8g,132.8mg,0g,211.2mg,35.4g,0.9mg,3.2mg,0mcg,2.3mg
Rice & Orzo Pilaf,Putnam,Dinner,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,144,4 OZ,1.2g,29.2g,0.4g,0.3g,0g,0.4g,0mg,0g,429.3mg,3.2g,24mg,1.5mg,0mcg,65.4mg
Roasted Asparagus,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,56,3 OZ,4.5g,3.4g,0.6g,1.8g,0g,1.5g,0mg,0g,104.7mg,1.9g,21.4mg,1.9mg,0mcg,173.8mg
Sauteed Brussels Sprouts,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,64,4 OZ,3.1g,8.4g,0.5g,3g,0g,2g,0mg,0g,164.6mg,3g,43mg,1.4mg,0mcg,364.7mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
